,seen_m1,seen_m2,seen_m3,seen_m4,seen_m5,seen_m6,rate_m1,rate_m2,rate_m3,rate_m4,rate_m5,rate_m6,rate_han,rate_luke,rate_leia,rate_anakin,rate_obiwan,rate_palpatine,rate_vader,rate_lando,rate_boba,rate_c3p0,rate_r2d2,rate_jarjar,rate_padme,rate_yoda,house_income,edu,seen_any_Yes,fan_sw_No,fan_sw_Yes,shot_first_Greedo,shot_first_Han,shot_first_idk,know_eu_No,know_eu_Yes,fan_eu_No,fan_eu_Yes,fan_st_No,fan_st_Yes,gender_Female,gender_Male,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,age_min
851,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,2.0,1.0,4.0,2,1,0,0,1,0,1,0,0,0,2,0,0,1,0.0,19.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,30.0
852,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,1,1,1,1,1,0,1,0,0,2,2,1,0,2,1.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,30.0
853,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,2,2,2,1,2,0,2,0,0,2,2,-1,0,1,1.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,60.0
854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,2,2,0,-2,0,0,2,2,2,0,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,30.0
855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,-1,2,-2,-1,0,0,2,2,2,2,2,1.0,19.0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,45.0
856,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1.0,2.0,2,2,2,2,2,1,1,1,2,2,2,2,1,2,0.0,19.0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,45.0
858,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,1.0,2.0,2,2,1,-1,2,-2,2,1,2,1,2,-2,-2,2,0.0,16.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30.0
859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,0,1,-1,-2,0,0,2,2,0,0,1,1.0,16.0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,45.0
861,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,6.0,1.0,3.0,2,2,2,0,1,0,2,0,0,2,2,1,0,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,60.0
862,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,2,2,-1,2,-2,-2,-1,0,2,2,-2,-1,2,0.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,30.0
863,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,0.0,16.0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,45.0
865,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,19.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
867,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,1,1,1,0,2,-2,-2,-1,-2,2,2,-2,1,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60.0
868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,6.0,2,2,2,2,2,0,0,0,0,2,2,0,1,1,0.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18.0
869,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,5.0,1.0,2,2,2,0,2,0,-2,0,0,1,1,0,1,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,45.0
870,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,5.0,1.0,2.0,2,2,2,1,2,2,1,0,1,2,2,0,1,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,45.0
874,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,0,2,1,0,2,2,1,0,2,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,45.0
875,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,6.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,45.0
877,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,1,2,1,2,0,1,0,0,2,2,0,2,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,30.0
880,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,6.0,1,1,2,2,2,1,2,0,-1,0,2,-1,2,2,0.0,16.0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,18.0
882,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,2,2,2,2,2,2,2,2,1,2,2,2,0,2,1.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,45.0
883,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1.0,2.0,2,2,2,2,2,1,-2,0,0,2,2,0,0,2,1.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,45.0
885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,6.0,1,1,2,2,1,2,2,0,2,2,1,-1,2,2,0.0,14.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,45.0
887,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,1.0,3.0,2.0,2,2,2,1,2,1,1,0,1,2,2,-2,-1,2,1.0,16.0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,18.0
889,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.0,2.0,5.0,1.0,4.0,2,1,1,-1,1,-2,2,0,0,2,2,0,0,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,60.0
890,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,4.0,5.0,1,2,2,0,0,-1,1,-1,0,1,1,0,-1,0,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,60.0
892,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,19.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,60.0
893,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,6.0,2,1,1,1,2,-2,-2,1,1,1,1,1,1,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,45.0
896,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,1.0,2.0,2,2,2,-1,2,2,2,2,2,2,2,-2,0,2,0.0,12.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,45.0
898,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,1.0,2.0,3.0,2,2,2,2,2,1,2,2,-1,2,2,-1,1,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,45.0
901,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,2,2,2,-2,2,-2,-2,0,0,2,2,-2,2,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,45.0
903,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,2,2,2,-2,2,2,2,2,2,2,2,-2,1,2,1.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,45.0
904,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,1.0,2,2,1,2,2,0,1,0,0,0,2,0,0,2,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,45.0
906,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,2.0,1.0,3.0,2,2,2,1,2,-2,-1,1,-1,1,2,-2,0,2,1.0,19.0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,18.0
907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,45.0
908,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,2.0,1.0,2,1,-2,1,1,0,1,-1,0,0,1,1,0,0,0.0,16.0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,18.0
909,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,60.0
910,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,3.0,1.0,2,1,2,-1,2,-2,2,2,-1,2,2,0,-1,2,0.0,12.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,30.0
911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,2,2,2,0,2,0,2,0,0,2,2,0,0,2,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,60.0
914,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,4.0,1.0,2.0,2,2,2,2,2,1,2,2,-1,2,2,-1,-1,1,0.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,45.0
915,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,3.0,1.0,2.0,2,2,1,0,2,-2,1,1,2,2,2,-2,-2,2,1.0,19.0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,30.0
916,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,5.0,4.0,2.0,2,1,2,-1,1,-2,1,0,0,1,2,-2,1,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,18.0
917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,1,2,1,2,0,0,2,2,0,0,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.0
918,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,3.0,1.0,2.0,2,2,2,0,2,-2,0,1,1,1,1,-1,-1,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18.0
919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,4.0,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,45.0
920,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30.0
924,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0.0,16.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,30.0
925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,60.0
928,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,6.0,2,2,2,1,2,0,-2,0,0,2,2,-2,1,2,1.0,12.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60.0
935,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,3.0,2.0,1,2,1,2,2,1,0,1,-2,1,1,0,0,2,1.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,60.0
937,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,0,2,0,-2,0,0,2,2,0,2,2,1.0,16.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,30.0
938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,4.0,5.0,1,2,2,1,2,0,-1,1,1,2,2,0,0,2,0.0,14.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,18.0
941,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,1.0,3.0,4.0,-1,1,2,1,2,-2,0,0,-1,1,2,0,2,2,0.0,19.0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18.0
944,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,1.0,3.0,2,1,2,-1,2,1,2,-1,1,2,2,-2,-2,2,1.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,30.0
946,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,5.0,1.0,2.0,4.0,2,2,2,-1,1,-2,-1,0,-1,1,2,-2,0,2,1.0,19.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,30.0
948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,0,1.0,19.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,60.0
949,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,1,2,2,1,1,0,-1,0,0,2,2,0,0,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,45.0
950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,1,1,0,0,0,-1,0,0,0,1,0,0,0,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,60.0
953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,6.0,1,1,1,1,2,0,-1,0,-2,-1,2,-1,2,2,1.0,14.0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,30.0
956,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,6.0,1.0,2.0,2,2,2,-1,2,-2,2,-1,1,2,2,1,1,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,30.0
961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,6.0,2,2,2,0,2,0,-1,1,1,1,1,0,0,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,60.0
962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,6.0,3.0,2,-1,-1,-1,2,-1,2,0,0,2,2,-2,-2,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,18.0
964,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,1.0,3.0,2.0,2,2,2,0,2,0,-2,1,-1,2,2,1,2,2,1.0,16.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,30.0
965,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,3.0,2.0,2,2,2,2,2,2,2,0,0,-2,1,-2,2,2,0.0,14.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,45.0
966,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,4.0,5.0,2,2,2,2,2,0,2,0,0,2,2,2,1,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,18.0
968,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,1,2,-2,-2,-1,-2,2,2,-2,-1,1,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,45.0
970,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,2,2,2,2,2,0,0,1,1,2,2,0,0,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,45.0
971,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,2.0,4.0,2,2,1,0,0,0,-2,0,0,2,2,0,2,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,18.0
972,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,1,1,1,0,1,-2,0,0,0,2,2,-1,0,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18.0
973,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,2,1,2,1,2,0,0,1,1,1,1,-2,-1,2,0.0,19.0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,30.0
974,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,6.0,1,1,1,0,1,-2,-2,0,0,1,1,0,0,1,0.0,12.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18.0
975,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,2.0,1.0,1,1,1,1,0,0,-2,0,-1,2,2,-1,0,2,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
976,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,2,2,2,-1,2,1,1,1,-1,1,2,-1,-1,2,1.0,16.0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,45.0
977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,0,1,1,2,0,1,0,0,2,2,0,0,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,45.0
978,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,2.0,1.0,5.0,2,2,2,1,2,0,2,1,1,1,2,-2,0,1,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,45.0
979,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,1.0,3.0,2,1,2,-1,2,0,2,0,1,1,2,-2,-1,2,1.0,19.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,30.0
980,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,1,2,0,0,0,0,2,2,0,0,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,45.0
983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,1,2,0,2,1,0,2,2,-1,2,2,0.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,60.0
984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,18.0
989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,4.0,2,1,1,-1,2,0,-1,0,0,2,2,2,0,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18.0
990,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,4.0,1.0,2.0,1,1,1,2,2,0,2,0,-1,2,2,-2,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,30.0
994,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,4.0,1.0,5.0,1,0,0,2,2,2,1,1,1,-1,1,-2,2,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,30.0
995,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,0,2,2,2,2,0,1,0,0,0,2,1,0,2,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,18.0
997,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,4.0,2.0,2,2,2,2,2,0,2,0,-1,2,2,-2,2,2,1.0,16.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,1,1,1,2,0,0,0,-2,2,2,1,2,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,18.0
1001,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,5.0,4.0,1,2,-1,-1,2,0,-2,-1,-2,2,2,-2,0,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,18.0
1003,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,4.0,3.0,1.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18.0
1005,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,4.0,1.0,2.0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1.0,14.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,30.0
1010,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,2,1,1,2,2,0,1,0,0,2,2,-2,0,1,1.0,19.0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,45.0
1011,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,4.0,1.0,3.0,2,2,2,2,2,0,1,0,0,2,2,0,0,2,0.0,19.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,60.0
1012,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,2.0,1.0,1,1,1,1,1,-1,0,0,0,0,2,0,0,0,0.0,16.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,18.0
1014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,4.0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1.0,12.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,60.0
1016,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,5.0,4.0,1,1,2,-1,1,0,1,1,-1,1,1,1,1,2,1.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,18.0
1019,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,1.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,14.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,30.0
1020,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,2,2,2,0,2,0,-2,0,0,2,2,2,2,2,1.0,19.0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,45.0
1021,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,1,2,0,2,1,1,2,2,2,2,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18.0
1022,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,3.0,4.0,2,2,2,2,2,-2,-2,-1,-2,2,2,2,2,2,1.0,14.0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,30.0
1026,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,6.0,1.0,1,2,2,2,2,1,2,0,1,2,2,1,1,2,1.0,19.0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,30.0
1028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,1,2,-1,-2,-1,2,2,0,0,0,2,0.0,14.0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,60.0
